REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,7,2016-12-09 14:26:22,1026.65,1,,,b'b\'  The cited code is certainly still there:  url ...and appears *exactly* as cited," lacking the check for the flag (as well as the consideration) and it includes the same old comment about some unspecified Safari version. What code are you looking at?  And please don\\\'t bother splitting hairs by saying that code is technically part of ""Sizzle"" and not jQuery. It\\\'s included in the jQuery build (and this repo)"," so the fact that it may need to be updated elsewhere is irrelevant (and a waste of time to bring up at this stage). Just guessing that is what is meant by the ""not in our current codebase"" remark.  In any event", the code you linked to is the same nonsense that I discussed with Resig and others several years back (and cited here again). Nothing has changed, although if you look carefully, the hack is not even applied *evenly* (as I also mentioned above). Furthermore, it\\\'s ridiculous to think that the hack (or anything like it) should be required on *setting* the selection.  In short, it\\\'s a bunch of voodoo and isn\\\'t even consistent in its application. And not only was the correct and logical solution discussed in the forum years ago, but I gave enough hints for *somebody* to come up with it again. It\\\'s beyond belief that nobody has made the slightest effort to understand the issue," let alone suggest (or look up) the correct solution. Most of the ""verbosity"" in this issue comes from repeatedly explaining the same thing as the responses repeatedly miss the point (and this is just one more cycle).  Again", the code is complete nonsense (regardless of any attempts to rationalize it). The correct solution was posted several years ago and dismissed because it might have added a line or two. In all the responses here so far, nobody has addressed that point at all. Once again, the ticket has been prematurely closed, so don\\\'t expect anybody else to consider the issue.  Also again, the correct code will eliminate the need for the flag and associated code, so the entire solution will actually reduce the code size (which seems to be a major focus here, almost to the exclusion of any other concerns).\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,8,2016-12-09 14:26:22,1083.85,,1,,"b'b"" Guess I have to spell out the answer (again).  Q. What are we trying to fix here?  A. Here is an example:   Q. What\'s missing?  A. None of the elements have a attribute", so the first is *implicitly* selected.  Q. What\'s the issue with that?  A. Some browsers have been known to delay setting the property of the *implicitly* selected  . It\'s a very old problem and typically isn\'t an issue unless trying to reference this property before the document is ready.  Q. So what should we do about it?  A. First of all, lose the indirect feature test as it is using a disembodied  . Second, get rid of the hack as once we set the property, it is clearly no longer an issue. And third, get rid of the hack as well as it simply discards the answer.  Finally, in the (  ) method, change the way you check whether an is selected. As hinted above, the hack references and then throws away the property. That property *is* the answer to the problem of determining whether an is selected or not.   See how that makes logical sense, deducing the value by using the property of the  , as opposed to throwing it away? This is the correct solution as long as the does not have the attribute.  No solution is required for a multi-select as there are no *implicitly* selected options for those controls. Will leave the check for that as an exercise. Could also add a check for elements that have no parent, but I wouldn\'t bother as getting (or setting) the property for such an element makes no sense.  PS. If worried about performance in browsers that do not display the quirk," then add a *direct* feature test and use the result in (  ). Will have to duplicate it in Sizzle.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,9,2016-12-09 14:26:22,1039.15,,1,,"b'b""  It is what i meant and this is still not a sizzle repo. Sizzle and jquery are different projects", these differences are important, in this case this is important because we are planning to remove sizzle dep entirely. You should start from that, but with the test-case on  that\'s what others were trying to tell you. And that\'s what you should do in pull requests with new tests and without falling old tests. And that\'s what should be avoided. Since important information tend to get lost if you supply it with philosophy," irrelevant stories and etc.  See more on url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,10,2016-12-09 14:26:22,1239.37,1,,,b'b\'  That\\\'s a ticket I definitely planned to create (dump Sizzle). That will eliminate the obvious problem I raised about them not being in sync. A bit late of course, but good that we are finally dumping *that* thing. And it that\\\'s what you meant, why didn\\\'t you just say that? Last thing we need here are riddles.  url Also of importance are all of the jQuery builds out there on the Web with incorrect code in them. So rather than brush off an obvious bug on a technicality, would suggest discussing how it is to be fixed across the three major versions (regardless of what repo the code originally comes from). Then we can worry about removing Sizzle, which I doubt is going to happen any time soon (and obviously never for the 1.x and 2.x versions). That\\\'s not what the others were saying. They were saying they really didn\\\'t think it was a good idea to *remove* the hack. And they closed the ticket before understanding that I wasn\\\'t suggesting that at all. For about the tenth time (with a new audience), I was implying that the logic needed to be *replaced* with something that made more sense.  You (and they) need to understand that the lack of a failing test doesn\\\'t imply that the code makes sense (or that it won\\\'t fail in the future). Browser scripting involves analysis and anticipation," not just reviewing test results in ""current"" browsers. There\\\'s no need for any *new* test cases for this as no behavior change is suggested. The *original* unit tests will confirm *if* used in browsers that actually have the quirk. End of story.  The ticket was closed because nobody seemed to understand the issue (thought I was saying to just remove the hack). Once it is closed", *nobody* is going to work on it (including me). No pull requests," nothing. Get it? :) What should be avoided? You appear to have quoted the wrong bit for that response.  I should have avoided discussing the issue with Resig several years back? That\\\'s definitely important here as many of the ""arguments"" mention that I should go back and review the history of this issue (because they confusedly thought I was suggesting removing the hack without any replacement). And as mentioned repeatedly (and as you can see below)", the answers were right where I pointed; instead of telling me to go back, would have been better to follow my lead and review the original issue and proposed solution. I already knew what they were as I *posted* them.  Or perhaps you mean I should have avoided posting the answer here after everyone else else refused to go back and look at the history I mentioned? Doesn\\\'t really matter now as the ticket is *closed*.  For those who want to learn something from all this, here\\\'s the history:  url That thread from 2009 starts off about and then turns to the issue in this post from Matt Kruse.  url  Note that Matt states quite clearly at the start of this thread that he\\\'s relaying suggestions from me. That\\\'s why I kept telling you that you were wasting time telling me to go back and read the history. In other words," of course I know what I\\\'m doing. I wrote this book. :)discussed. Can anyone point me to it? I am curious. Resig answers a few posts later: Later Matt and Resig discussed a half-baked ""fix"" for the issue:  url ...which is the very hack that we are discussing here *now*", seven years later. So, as mentioned repeatedly, there are no new test cases needed. Even @dmethvin mentioned that he had tried to *remove* (not replace) the hack and got unit test errors. Did I mention that no new test cases are needed? :)  There are tickets referenced as well: But note that Resig only took about half of my suggestions, rejecting the one I mentioned at the very start in *this* ticket, which is to replace the hack with logic that makes sense. The code is right there in the first post and it is almost exactly what I suggested above. Comes after the paragraph where Matt starts out:identified.  That would be me and whoever else was in the related CLJ discussion. Yes, that CLJ. The group Resig not only refused to read, but refused to hear about at times, insisting nobody could mention any suggested solutions that originated from that Usenet group. That\\\'s one reason that obvious junk code remains in the jQuery to this day.  In addition to Resig, who else is present in that first thread? None other than @dmethvin. Yes, that @dmethvin. The guy who single-handedly stalled this ticket until it was closed, insisting that I go back and find the history, so that I would not be confused about what that code was doing in there. :)  url As that was back in 2009 and it would be roughly another three years until the main subject of that thread ( ) was (ahem) fixed. Well, attempted and then reverted and then... we\\\'ll never know as I\\\'m not even getting into any more of this junk in 2017.  But my point is that you can learn from the opening exchange between Kruse and Resig. Matt opens by recounting numerous issues with from one of my code reviews. You know," the ones Resig never read (and warned others to avoid). Matt provided the links to both the review and my old ""A is for Attributes"" primer. Resig responded much the way others have responded to this ticket.  url Three of his first four sentences were: See more here: url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3441,closed,-,-,-,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,opened,2016-12-12 10:31:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,title,2016-12-12 10:31:15,00:00,,1,,"b'b\' CSS ""hook"" for left and top styles makes no sense\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,body,2016-12-12 10:31:15,00:00,,,1,b'b\' <!-Feature Requests: Please read url  Most features should start as plugins outside of jQuery.  Bug Reports: Note that we only can fix bugs in the latest version of jQuery. Briefly describe the issue you\\\'ve encountered *  What do you expect to happen? *  What acually happens? *  Which browsers are affected? Provide a *minimal* test case, see url  Use the latest shipping version of jQuery in your test case! We prefer test cases on url  or url Frequently Reported Issues: * Selectors with \\\'#\\\' break: See url  -### Description ###  Nothing more pointless in browser scripting than trying to compute styles. The (incorrectly referenced as in jQuery) method is a hideously complex black box that virtually never needs to be opened. In twenty years of browser scripting, I\\\'ve managed to avoid it almost entirely (exception that comes to mind was an HTML editor).  Regardless," jQuery aspires to fix the whole thing and frequently gets into trouble. Consider this ""hook"" for the and styles:   The cryptically named flag refers to a test result where a percentage-based style fails to compute to pixel units. This is an issue that dates back to the bad old days of IE 8-", where was frequently used by libraries as a slightly-off substitute for  ; it didn\\\'t convert *any* units to pixels. jQuery certainly does this in older versions, so the problem should be familiar.  This is the part that attempts to fix the issue:   It calls the method instead, which attempts to figure the *offset* of the element from the document origin, which would only be equivalent to the computed and styles in only a small subset of cases.  For example, an element with a position style of with all parent elements having position: would work. On the other hand, an element with position would fail *unless* the document\\\'s scroll position is its origin. Furthermore, an element with position would fail in virtually every case. And so on," this ""hook"" will simply cause browsers demonstrating this quirk to return nonsensical position values in numerous cases (not even considering problems related RTL documents).  For those who never bothered to read my ""P is for Position"" primer on the old  site (now retired) or the numerous Usenet articles I authored on this subject (dating back to at least 2008)", I\\\'ll go over the general solution again.  In short:  1. Save the or style (e.g.  ). 2. Get the offset. 3. Set the or style to  . 4. Get the offset again. 5. Find the *difference* between the two offsets. 6. Put the old or style back.  And as the method is just a pointless wrapper for (seems to exist only to handle calls passing disembodied elements or elements with a display style of  ), would advise simply calling and documenting that trying to compute position styles (or offsets) for such elements will result in undefined behavior (a recurring theme here). In addition, to let callers know they made a mistake at the earliest possible time, throw an exception in such cases (as opposed to returning zeros).  HTH  PS. What about and positions? The solution as it sits is only half-finished. Luckily I archived the related primer years ago:  url PPS. As this is an old issue that surely affects previous jQuery versions, am curious as to how the old versions are kept up to date when bugs like this are fixed.  ### Link to test case ###  No test case needed. Logic is clearly incorrect.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,1,2016-12-12 10:31:15,287.72,1,,,"b'b\'  See url  (emphasis mine): ""Get the current coordinates of the first element in the set of matched elements"," _relative to the offset parent_."" This position which will not be tolerated. You are claiming the existence of a bug", and the onus is upon you to demonstrate it.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,closed,2016-12-12 15:18:58,287.72,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,2,2016-12-12 10:31:15,69.87,,1,,"b'b""  Granted", I must have had the method in mind. But regardless, that only invalidates a portion of the issues raised in this ticket. And I don\'t believe for a second that the method will be sufficient here. Will look into it and add concerns related to that method.  As a side note, the method names are confusing as always (  vs.  ?) That can clearly lead to wasted time. Not an excuse, but a certainly a related lesson. When something is clearly wrong with the code logic (e.g. the function will not be an appropriate substitute for RTL documents), then evidence gathering is strictly a secondary concern. As you often close tickets prematurely without sufficient discussion of the points raised (and as issues are not always bugs reproducible in presently supported browsers, but may indicate the potential for future issues), I can\'t see wasting my time on test cases until we are all on the same page and agree to address the contained issues.  We either understand what the code does or we don\'t. I made one mistake on this one, but there are other points that are still clearly valid. Now the ticket is closed, so glad I didn\'t bother getting too far into it.  For example," there\'s the issue of the missing and styles. There should be no test case needed for that as it\'s simply an omission; the code is there or it isn\'t. Quite sure I didn\'t miss that and not writing a test case to prove the code is missing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,3,2016-12-12 10:31:15,63.07,,1,,"b'b""  Then you\'re just making noise. I recommend you don\'t report bugs if you\'re not willing to provide test cases.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,4,2016-12-12 10:31:15,22.27,,1,,"b'b\'  And how do you figure that? There are simply no ""hooks"" for  / . All it would take is to search  for ""right"" and ""bottom"". One line:   And we both know that has nothing to do with the issue at hand. No test case needed. And as you have prematurely closed the ticket"," I\\\'m *certainly* not going to write one.  Repeating the comment above the ""hook"" for and  :   Emphasis mine. :)  As a side note", wonder if that happens with and percentages. Wouldn\\\'t surprise me, but will leave that to speculation for the moment.  Furthermore, to address your previous objection: Shouldn\\\'t even need to look at the code to realize your inference that this fixes the central issue raised here is false. For example, what about elements with a style of  ? How would finding the offset relative to the offset *parent* help with those?  Will handle a few edge cases that work by coincidence, but should be obvious that the strategy will fail far more often than it works. Do we really need a *test* to prove this? Regardless, I\\\'m definitely not writing any test cases for closed tickets.  Can\\\'t see the point in closing tickets before they have been discussed to the point where *everyone* understands the issues raised, as well as the proposed solutions. Is it an accounting thing? Was told this was the best place to discuss proposed changes and I\\\'m not seeing that at all. What I am seeing is a lot of confused, knee-jerk reactions and complaints that I\\\'m just taking up time here. Easy solution for that. :)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,3448,closed,5,2016-12-12 10:31:15,33.8,,1,,"b'b""  Unlike some of the code reorganizations you\'ve proposed", this ticket purports to describe a bug and calls for a behavior change. Nothing of the sort would be accepted without unit tests, and it\'s pointless to even start changing code without a demonstration of the problem.  If you\'re not willing to provide test cases, then your bug reports will almost certainly be closed so it makes no sense to file them. But if you do provide one," we will reopen this issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
