REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,opened,2011-09-17 18:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,title,2011-09-17 18:55:48,00:00,,1,,"b""b' some way to subscribe to changes to keys'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,body,2011-09-17 18:55:48,00:00,1,,,"b""b' Hi", I apologize if this feature already exists, but I would like to request having a way to snoop changes to keys.  So a user would subscribe to a key, for example key foo. When anybody else performs a set command on foo, all subscribers get the new value of foo.  Please let me know if this is possible, this would be a killer feature for users like me.  Best," Matt'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,1,2011-09-17 18:55:48,1283.7,,1,,b'b\' Hello, this is something we want to implement, even if I never thought that the system would publish the new value of the key, but the operation performed on the key instead. To quote what I wrote about that in the mailing list recently.So we should have that new GETEVENTS, and possibly PGETVENTS to subscribe to patterns.This would publish in channels named like .. The published event could be the command name in many cases. For instance if I subscribe, using GETEVENTS," to  I would receive a message with the name of the comment every time  is modified. So if another client does SET foo BAR I\\\'ll receive ""set"". This we I can subscribe to the whole keyspace with PGETEVENTS ops.* Another thing I would implement is expire.\\\\* that will receive a message every time a key expires. So everything in this respect is currently pretty fluid. I want to think about it more", design it in the best way, and later implement it. But we\\\'ll get it soon or later, just it is not the right time to implement it right now as we have very big priorities currently. Cheers,Salvatore\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,title,2017-10-08 09:26:58,00:00,,1,,"b""b' Removed duplicate boundary conditions in geohash to check  pole'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,body,2017-10-08 09:26:58,00:00,1,,,"b'b"" Before Change: The boundary conditions to check for North and South poles are checked twice in geohashEncode function of geohash.c. After Change: I\'ve replaced the check having hard coded constants with the lat_range &  lon_range variables. These variables are set  to the same boundary constants by geohashGetCoordRange function.  Impact: No external impact as only the duplicated condition is removed.  How? The lat_range and lon_range variables are always set before calling geohashEncode in geohashEncodeType by calling geohashGetCoordRange.  Why? The dependency of calling geohashGetCoordRange before geohashEncode always has to be there because the same lat_range & lon_range variables are used to calculate offsets later inside geohashEncode.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,closed,2017-10-11 18:57:59,571.02,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,reopened,2017-10-11 18:58:04,0.08,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,1,2017-10-08 09:26:58,155.18,,1,,"b""b' Accidentally closed the pull request and then reopened it again. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,2,2017-10-08 09:26:58,1304.4,,1,,"b""b' Not reviewed for a long time.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,closed,2018-12-26 09:46:33,888.48,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4363,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,opened,2017-11-24 18:03:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,title,2017-11-24 18:03:44,00:00,,1,,"b""b' A minor fix and subcommand for  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,body,2017-11-24 18:03:44,00:00,,1,,"b'b"" This bundles two commits:  1. The subcommand shouldn\'t be called with 2. A subcommand  If and when merged"," the relevant page at redis-io needs to be added with the new subcommand.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,1,2017-11-24 18:03:44,975.58,,,1,"b""b' Hello @itamarhaber", the HELP thing is really appreciated, thanks! For the change of behavior, I think we need to resort to something different, like returning -1," in order to signal that the reported value is invalid. Suddenly raising an error for a correct command execution based on config looks a bit problematic. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,2,2017-11-24 18:03:44,79.02,,,1,"b""b' @itamarhaber please note that my implementation must also be changed", because you basically emulated the same behavior, copying my error. I believe that my approach was broken so we could just reply -1 in all the cases IMHO.  Similarly IDLETIME does the same... Moreover I believe that @soloestoy identified several bugs in the tracking of the access frequency and probably there are pending PRs I need to merge as well," otherwise the reported values are not exact. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,3,2017-11-24 18:03:44,2.48,,,1,"b""b' Going a different route: merging this and changing the behavior in a latter commit. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,closed,2017-11-27 11:40:50,1057.1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,reopened,2017-11-27 11:40:57,0.12,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,closed,2017-11-27 11:41:02,0.08,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,4,2017-11-24 18:03:44,37.87,,,1,"b'b"" Hello again @itamarhaber", there was a small issue in the PR, the objectCommand table was not modified to allow for 2 arguments. I fix it, you probably just forgot to add the server.c file to the commit. However I\'m not sure about this:  **Return the inverse logarithmic access frequency counter of the object stored at the specified key**  Why you wrote *inverse*? The number that it outputs should be actually proportional to the access frequency of the object, even if, indeed," logarithmic. Thanks for any clarification.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,5,2017-11-24 18:03:44,177.98,,1,,"b'b"" Hello @antirez Thank you. In that case", I\'ll make more similar PRs. Indeed I felt that a too big of a change will make the subcommand lost in the PR. I also didn\'t feel comfortable with the current approach, but didn\'t want to go out of scope. I thought that documenting this would suffice <a coward\'s approach. #facepalm exactly Not sure that I can, perhaps I need to reread your comments in evict.c#L47 anyway," you know best. Going to update the docs :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,6,2017-11-24 18:03:44,180.23,,,1,"b'b""  Dude don\'t trust me on that! I need to re-read as well. Thanks. But it should be", higher counter," higher frequency.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,7,2017-11-24 18:03:44,253.62,1,,,"b'b"" @antirez just to be sure"," I still don\'t see the -2 arity in the table I trust this will be included with the bigger -1 reply fix?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,8,2017-11-24 18:03:44,321.73,,1,,"b'b\' @itamarhaber probably I forgot to ""git push""... checking\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,9,2017-11-24 18:03:44,322.23,,1,,"b""b' Yes"," pushed :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,10,2017-11-24 18:03:44,323.77,1,,,"b'b"" P.S. I can confirm that the counter is *proportional* to the frequency. I\'m updating the message.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,11,2017-11-24 18:03:44,328.78,,,1,"b""b' I tried to improve the descriptions. Please ping me if you spot any error. Thank you again.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4472,closed,-,-,-,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,opened,2017-11-27 21:35:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,title,2017-11-27 21:35:27,00:00,,1,,"b""b' Keyspace notifications API for modules'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,body,2017-11-27 21:35:27,00:00,,1,,"b'b"" This PR implements a mechanism for keyspace notifications in modules.  The implementation details and API are documented inside", but here is the gist of it:  1. The module subscribes to notifications based on a mask of event types (identical to what core redis uses). 2. When notifying modules, the dispatchers selects the subscribers by flags. 3. It is the subscriber\'s job to filter further by key name, actual event, etc. 4. Notifications aren\'t reentrant i.e. if you subscribe to SET, and you set something from within the notification callback," this will not trigger the callback again (that would crash redis).  5. However subscriber A can call a command that will trigger subscriber B (but B cannot trigger A back).  6. Subscriptions work without any configuration the server only dispatches events to modules if there are actualy subsribers. Checking if there are doesn\'t reduce performance in a measurable way (profiled to take 0.1% CPU time during purely write loads.  The test module now includes an example of a working notification subscriber.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,1,2017-11-27 21:35:27,821.43,,,1,"b""b' Hello @dvirsky", thanks for the PR!  I and @artix75 checked both this PR, he will comment as well here with his impressions, I can comment from the part that is the most important to me as a start, which is the API. I think this API is very sounding, what I really did not want, was the modules to be subject to the configured notification flags. Here instead you allow to specify your own flags for each module, and this is a good thing. So I think that in general I like the design, but I need to do a review of the code. Fabio already did and liked the code and used it with some modules btw. So please wait for a review from me about this just to check a few things," I should be able to do that in the next days.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,2,2017-11-27 21:35:27,70.58,,1,,"b'b"" @antirez thank you very much. I tried to have a little antirez in my head when designing this :) BTW not sure if I wrote it", but the overhead of the check if there aren\'t any module subscribers is really minimal 0.2% cpu time on a redis-benchmark doing purely writes. It can\'t even be measured in r/s since it\'s smaller than the variation between runs.  I do have a couple of ," how about I write review comments myself directly where relevant?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,3,2017-11-27 21:35:27,113.32,,1,,"b""b' @dvirsky got it", however the CPU overhead should be near 0% without modules," the reason that there is some overhead is that the function does too much work beforehand instead of checking as first condition  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,4,2017-11-27 21:35:27,23.53,,,1,b'b\' Another problem:  client *c = createClient(-1);  There is no reason to create a client every time. For instance Lua uses a cached client forever. Another minor thing about the commit style, I saw the same thing with @itamarhaber as well ;-) Please guys don\\\'t do so many cool efforts in writing the code, and then write this commit messages," you are much better English writers than I\\\'m too... for instance:  ""finished implementation of notifications. Tests unfinished""  This states what you did", not what the commit contains. Also capitalization of the first letter is great ;-) Yep I understand it\\\'s a tongue language thing, but still.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,5,2017-11-27 21:35:27,0.28,,1,,"b'b"" @antirez in fact", no we don\'t even get there if there are no subscribers," I wanted to avoid the stack call. There is a flag in the server notification flags indicating that there are modules interested in subscribing. So we don\'t even enter this function in that case. The cost is just this call ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,6,2017-11-27 21:35:27,1.65,,1,,"b""b' So the NOTIFY_MODULE flag is  when the count of module subscribed drops to 0 or returns > 0? In such case", the 0.2% measure is probably just fluctuation," and you have zero overhead.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,7,2017-11-27 21:35:27,0.6,,1,,"b""b' However the system is too complex for what it does", I would drop this NOTIFY_MODULE flag and just do," if (listLengt()) return; Same speed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,8,2017-11-27 21:35:27,0.62,,1,,"b'b"" if you don\'t mind the overhead of the extra stack call"," sure. I just wanted to completely avoid it if not needed. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,9,2017-11-27 21:35:27,1.6,,,1,"b""b' @antirez so you suggest storing the client as a static global? fine"," makes sense. how about recycling the context within the loop?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,10,2017-11-27 21:35:27,0.32,,1,,"b'b"" Stack call is zero in this context"," don\'t bother... what is costly in all this code path is basically createClient(). If you cache the client you\'ll see a huge improvement when there are subscribed modules.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,11,2017-11-27 21:35:27,0.8,,,1,"b'b"" I did not check that part of the code but I\'m all for also recycling the context. If we drop to zero allocation"," it\'s great.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,12,2017-11-27 21:35:27,1.72,,,1,"b'b"" cool", I\'m doing these changes now," committing soon""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,13,2017-11-27 21:35:27,0.48,,1,,"b'b"" gotta hit the iron when it\'s hot ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,14,2017-11-27 21:35:27,1.68,,,1,"b'b"" P.S. Thank you a lot of adding tests. One day we\'ll be able to cure 2-space indentation syndrome and everything will be fine.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,15,2017-11-27 21:35:27,0.98,,1,,"b""b' Btw I hope to merge next week max.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,16,2017-11-27 21:35:27,1.7,,1,,"b'b"" what do you mean by 2 space indentaion syndrome? I\'m using 4 AFAIK""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,17,2017-11-27 21:35:27,1.8,,1,,"b""b' @dvirsky url  btw also // style comments are not Redis standard.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,18,2017-11-27 21:35:27,1.38,,1,,b'b\' With an exception to be honest,"//"" is used to write comments in example code inside /* */ blocks, because it\\\'s the only valid syntax.\''
redis	4479	closed	19	dvirsky	2017-11-27 21:35:27	1.92	+1			b""b' @antirez re recycing the module context is it safe to use the same context over and over, and just after each cycle? Otherwise of course automemory will cause leaks'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,20,2017-11-27 21:35:27,0.67,,1,,"b'b"" and re indentaion I admit I didn\'t pay attention to style in the test"," but I did in the actual code. Will fix as well...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,21,2017-11-27 21:35:27,3.58,,,1,"b'b"" I think you have to free the context at every round indeed. About the indentation and coding style", I\'m just kidding and asking for the small things, but I like the PR, thanks. This are changes that otherwise I would do myself after merging, but I believe that the authors sometimes are more happy of doing them directly. Same about the improvements I\'m suggesting," I could do it myself but asking it\'s an agreed process and makes for better collaboration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,22,2017-11-27 21:35:27,1.32,,1,,"b'b"" P.S. note that here tomorrow is a national holiday so I\'lve a couple of hours of work time left and later will go to hometown. See you Monday.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,23,2017-11-27 21:35:27,3.42,1,,,"b'b"" I see that some stuff is not correctly reset when freeing the context", for example freeing the postponed arrays does not reset the pointer to NULL. It looks like resuing the same module context continuously is asking for trouble, and in all likelihood it will be rare situations where you have more than one subscriber per redis," so I\'m keeping the module context per call to the notify function. It seems cheap it\'s just a static stack allocation. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,24,2017-11-27 21:35:27,8.82,,1,,"b""b' @antirez pushed fixes to the above issues. Thanks for the comments.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,25,2017-11-27 21:35:27,2.85,,1,,"b""b' Yes @dvirsky I agree that every time there is to use some context", we can reuse the same *var* but we should again re-assign the initializer," and free it later before reuse. So caching it does not make sense indeed. Full review soon.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,26,2017-11-27 21:35:27,161.18,,,1,"b'b"" Really excited about this PR"," I\'ve been developing a module that (currently) relies on a client side library to manage estate and it feels sub-optimal. Any updates on the state of the PR?  thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,27,2017-11-27 21:35:27,2.05,,1,,"b'b"" I\'ll try to merge tomorrow. Btw this no longer applies"," pinging @dvirsky.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,28,2017-11-27 21:35:27,81.4,1,,,"b'b"" @antirez I\'ll rebase and resolve it ASAP. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,closed,2018-02-14 19:27:08,1311.68,3,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,reopened,2018-02-14 19:27:15,0.12,3,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,29,2017-11-27 21:35:27,24.57,,1,,"b""b' @antirez there were a couple of minor conflicts with the notification flags"," which is a good thing because it reminded me to add a flag in the module API for stream notifications as well. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,closed,2018-02-15 20:36:32,69.28,3,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,30,2017-11-27 21:35:27,45.1,,,1,"b""b' Code reviewed and merged. Thanks @dvirsky !'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,31,2017-11-27 21:35:27,48.63,,,1,"b""b' w00t!!!! thanks"," this is a really revolutionary one from my POV. It can allow us to do automatic indexing and other very intersting stuff. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,32,2017-11-27 21:35:27,50.07,,,1,"b""b' Thanks to you actually"," the code is written with care. Very appreciated.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,33,2017-11-27 21:35:27,59.13,,1,,"b""b' Backported into 4.0 branch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,34,2017-11-27 21:35:27,59.68,,,1,"b""b' even better! I guess it needed a removal of the streams flag?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4479,closed,-,-,-,3,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,opened,2017-12-07 02:13:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,title,2017-12-07 02:13:36,00:00,,1,,"b""b' Bug in dictFindEntryRefByPtrAndHash (dict.c)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,body,2017-12-07 02:13:36,00:00,,,1,"b'b"" dictEntry **dictFindEntryRefByPtrAndHash(dict *d", const void *oldptr, unsigned int hash) {   dictEntry *he, **heref;   unsigned int idx," table;  if (d->ht[0].used + d->ht[1].used == 0) return NULL; /* dict is empty */  **<<<< this if can\'t judge the dict is empty**   for (table = 0; table <= 1; table++) {   idx = hash & d->ht[table].sizemask;   heref = &d->ht[table].table[idx];   he = *heref;   while(he) {     if (oldptr==he->key)       return heref;     heref = &he->next;     he = *heref;   }   if (!dictIsRehashing(d)) return NULL;   }   return NULL; }""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,1,2017-12-07 02:13:36,58.88,,1,,"b""b' Already fixed in d1176b582c8f482e46821527114c5c1476bc66d4"," you can update your code from branch :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,closed,2017-12-07 08:20:33,366.95,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,2,2017-12-07 02:13:36,310.85,,1,,"b'b"" if (d->ht[0].used + d->ht[1].used == 0) return NULL; /* dict is empty */  **<<<< this if can\'t judge the dict is empty**""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,3,2017-12-07 02:13:36,1.02,,1,,"b""b' url it fix the problem \\xef\\xbc\\x9f @soloestoy '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,reopened,2017-12-07 08:24:24,3.85,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,4,2017-12-07 02:13:36,48.63,,,1,"b'b"" hi @jonasmao it does\'t matter"," because the priority of operator is above :-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,5,2017-12-07 02:13:36,41.92,,,1,"b""b' thanks  I ignore this'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,closed,2017-12-07 09:54:54,90.5,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4513,closed,-,-,-,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,opened,2018-02-10 08:11:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,title,2018-02-10 08:11:27,00:00,,1,,"b""b' RESP: support process inline commands that split with \\\\n'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,body,2018-02-10 08:11:27,00:00,,1,,"b'b"" Hi",  When I wrote a script for Redis, I found a small problem. When I use \'\\\\n\'," Redis will lose the first letter of the next command.  ![image]url Signed-off-by: charpty ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,1,2018-02-10 08:11:27,58.83,,1,,"b'b"" The protocol is very specific about CRLF throughout. Playing devil\'s advocate: what is the advantage of fixing this vs expecting input data to follow the expected protocol?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,2,2018-02-10 08:11:27,441.57,,1,,"b""b' ok\\xef\\xbc\\x8cget it'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,closed,2018-02-11 16:32:20,500.88,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,reopened,2018-02-12 07:19:59,887.65,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,closed,2018-02-12 07:22:02,2.05,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4678,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4743,closed,opened,2018-03-07 12:02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4743,closed,title,2018-03-07 12:02:07,00:00,,1,,"b""b' redis was killed by oom'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4743,closed,body,2018-03-07 12:02:07,00:00,1,,,"b""b' Hi guys I have a annoying problem . I use redis as a kv db in nodejs"," i don'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,4743,closed,closed,2018-03-08 02:50:37,888.5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
