REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,opened,2017-04-11 19:45:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,title,2017-04-11 19:45:39,00:00,,1,,"b""b' failed: CompressionIntegrationSpec'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,body,2017-04-11 19:45:39,00:00,,1,,"b""b' url Failed test:  around'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,1,2017-04-11 19:45:39,957.1,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,2,2017-04-11 19:45:39,1189.72,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,3,2017-04-11 19:45:39,241.97,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,4,2017-04-11 19:45:39,1316.83,,1,,"b""b' Again url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,5,2017-04-11 19:45:39,11.0,,1,,"b""b' I have a failure of this with debug logging:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,6,2017-04-11 19:45:39,5.12,,1,,"b""b' and here are the refs in the compression tables version 104",105," and 106:   '""",,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,7,2017-04-11 19:45:39,26.23,,,1,"b""b' so", it receives table 106 and as far as I can see that is looking good, compared to 105," but still it seems like was not successful and the awaitAssert is tried again without luck'""",,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,8,2017-04-11 19:45:39,194.33,,1,,"b'b"" I can look into this during my day if you don\'t finish crack it until then"," let me know if you\'re actively looking on it though""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,9,2017-04-11 19:45:39,175.6,,,1,"b'b"" That would be good"," I don\'t get it. Here is link to full log: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,10,2017-04-11 19:45:39,838.53,,1,,"b'b"" While investigating I also realised the test does not test wrapping as it\'s title claims"," will rewrite it.""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,11,2017-04-11 19:45:39,58.68,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,closed,2017-12-05 06:35:09,649.5,0,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,reopened,2017-12-05 06:35:21,0.2,0,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,12,2017-04-11 19:45:39,1394.95,1,,,"b""b' Merged a stability improvement now"," let\\xe2\\x80\\x99s see if it helps'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,closed,2017-12-05 06:35:43,0.37,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22702,closed,-,-,-,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,opened,2017-05-01 17:29:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,title,2017-05-01 17:29:48,00:00,,1,,"b""b' throw  during deserialization'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,1,2017-05-01 17:29:48,1.57,,1,,"b""b' Refs #22720 '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,2,2017-05-01 17:29:48,11.08,,1,,"b""b' Test FAILed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,3,2017-05-01 17:29:48,72.3,,1,,"b""b' Test FAILed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,4,2017-05-01 17:29:48,693.6,1,,,"b'b"" Not sure all those serializers should be changed and I wonder about the binary compatibility with the annotation added. MiMa doesn\'t complain about that?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,5,2017-05-01 17:29:48,653.6,,1,,"b'b"" We have updated to a new documentation tool called [Paradox]url I think we moved the doc test files. Can please rebase this and apply those changes in the new files. Here\'s instructions of how to build the docs: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,6,2017-05-01 17:29:48,31.68,,,1,"b""b' thanks @patriknw "," hope to work on it tonight'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,7,2017-05-01 17:29:48,379.03,,1,,"b""b' Test FAILed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,8,2017-05-01 17:29:48,15.07,,1,,"b""b' Test FAILed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,9,2017-05-01 17:29:48,1195.23,,1,,"b""b' Test PASSed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,10,2017-05-01 17:29:48,1056.5,,1,,"b""b' Test PASSed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,closed,2017-07-29 14:31:06,1261.3,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,reopened,2017-07-30 13:00:48,1349.7,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,11,2017-05-01 17:29:48,1427.28,,1,,"b""b' Test PASSed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,closed,2017-08-08 11:15:18,1334.5,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22821,closed,-,-,-,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,opened,2017-05-04 21:21:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,title,2017-05-04 21:21:57,00:00,,1,,"b'b"" Shouldn\'t Delay stage be dynamic and function of the element itself?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,body,2017-05-04 21:21:57,00:00,,1,,"b""b' While using the delay stage I found a use-case where delay for each element passing throw should be dynamic and a function of the element itself"," i.e. ***\\xc6\\x92(element).***  I have created a pull request modifying Delay class and adding a test case for the same.  Though it is not clear to me whether I should modify existing ***scaladsl*** and ***javadsl*** or add an independent stages like  I request you to go through my changes and validate the use-case. I am open to incorporation your valuable suggestions.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,1,2017-05-04 21:21:57,4.17,,1,,"b""b' duplicate of #22846 '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,closed,2017-05-04 21:26:13,4.27,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,reopened,2017-05-05 09:57:08,750.92,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,2,2017-05-04 21:21:57,751.52,,1,,"b""b' #22846 is the pull request"," this is the ticket to track it (so reopening)'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,3,2017-05-04 21:21:57,237.47,,1,,"b""b' Hey @arpanchaudhury", while waiting for review, could you please describe the use case. For me it is not obvious when this would be useful because of the buffer, it means that with elements  , and  ," element will actually be delayed (given that there is no back pressure from downstream)?'""",,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,4,2017-05-04 21:21:57,130.7,1,,,"b'b"" Hi @johanandren.  Consider a stream of time-ordered elements where each element has an unique timestamp associated to it. The timestamp signifies its creation time and we are sending these elements to a message broker deployed on another data center. The only restriction is that the elements should arrive to the receiving data center when databases in both the data-centers are synced on or after the element timestamp. In this scenario", having a static delay duration won\'t help. Here we might need to delay different messages by different time duration. In this pull request I have tried to tackle similar scenario allowing the Delay stage to take a function from element to finite duration.  Yes," I agree that for n\'\' the actual delay will be given they arrive at the same time. But if they arrive at different time delay of n\'\' would be or 0 where a is arrival delay between n and n\' and b is arrival delay between n\' and n\'\'.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,5,2017-05-04 21:21:57,816.22,,1,,"b""b' Not convinced this is general enough to be in streams core"," I think the use case sounds rather narrow. WDYT @patriknw @ktoso '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,6,2017-05-04 21:21:57,786.07,,,1,"b""b' Any thoughts on this @ktoso @patriknw?  Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,7,2017-05-04 21:21:57,1217.95,1,,,"b'b"" How does this stage compare to -stream-contrib#89"," would that cover your use case already (sorry I didn\'t notice the possible duplication before)?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,8,2017-05-04 21:21:57,35.97,1,,,"b""b' @johanandren Looks like -stream-contrib#89 has quite similar requirements. The function introduced in PR url  can tackle it. But I doubt that having a fixed set of DelayStrategy can introduce the dynamism which is needed in my use-case.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,9,2017-05-04 21:21:57,12.97,,1,,"b'b"" Since is just a type around a (see the PR -stream-contrib#90) which is exactly what this stage introduces"," plus that it covers more use cases (stateful delay strategies as well). To have buffering with a strategy for overflow you could just put a in front of that stage.  I\'d propose we close this ticket and PR and you go with that stage instead. ""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,10,2017-05-04 21:21:57,790.75,,1,,"b""b' +1 to stateful delays. closing the issue an PR as duplicate of -stream-contrib#89 '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,closed,2017-05-18 05:05:59,1148.85,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,22845,closed,-,-,-,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,opened,2017-05-23 16:07:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,title,2017-05-23 16:07:17,00:00,,1,,"b""b' possible memory leak when using sharding'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,body,2017-05-23 16:07:17,00:00,,,1,"b""b'  ![leak suspect1]url  ![leak suspect2]url We use akka 2.5.1 with cluster"," sharding and cassandra persistence.  When executing load tests we find most of the heap being consumed by instances of .  After several minutes of load test we see about 840k instances of LocalActorRef which seem not to be garbage collected.  Do you have any idea what could case such behavior?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,1,2017-05-23 16:07:17,66.98,1,,,"b'b"" This simply means you\'re starting a lot of actors and not stopping them. Actors have explicit lifecycles please read the docs: url  && url You need to drill down into these actors and in the report and find out what exact instances those are (or paths / names", that\'s more useful), and then you can figure out where you have your leak. You may also want to try monitoring tooling that would show you this in useful ways: url  (docs here url  ), like counts of actors etc pretty sure you\'ll see that you keep adding new ones and they never stop.  Github issues are not the right place really for assistance in debugging your system please prefer to use the mailing list for support with your apps, and let\'s keep the issues for tracking actionable issues in akka itself. We don\'t have reason to suspect the leak is in Akka itself, there\'s no real way we can look into it without a reproducer from a ticket like this," and I hope my hint how to identify where you\'re leaking is helpful so I\'m going to close this issue. If you are able to confirm that it is a bug indeed please provide additional info here and we\'ll reopen (otherwise please use the mailing list url  )""'",,,,,,,,,,,,,,,,,,,,
akka,23019,closed,closed,2017-05-23 17:14:16,66.98,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,2,2017-05-23 16:07:17,785.67,,1,,"b'b"" that\'s the only way we create actor instances. Following code snippet is from the supervisor actor which creates the actor instances:   I\'ve checked the logs", the creation of actors is executed only once," but 1000s of LocalActorRefs are in memory.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,3,2017-05-23 16:07:17,19.97,,1,,"b""b' Could you provide a minimized reproducer of the problem and we will look into it. For example"," how many different entities do you exercise in the test and when do you stop those?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,reopened,2017-05-24 06:39:54,805.63,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,4,2017-05-23 16:07:17,34.95,1,,,"b'b"" I\'ll try to extract a reproducer. I\'ve added some debug logic printing the stack trace when new instances of the actor are created. This is the output:  INFO  09:11:35.285 [MonitoringMessageProcessordispatcher-23]  new instance of MonitoringMessageParser created: (:1556) .(:57) (Native Method) (:62) (:45) (:423) $.instantiate(:65) (:96) (:213) (:555) (:581) $1(:454) (:476) (:282) (:223) (:234) (:260) $(:1339) (:1979) (:107) Looks like that new instances of the actors are being created for every message sent to an actor.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,5,2017-05-23 16:07:17,50.38,1,,,"b'b\' Do you have any idea why ""Create"" system messages are sent for each of our messages?\''",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,6,2017-05-23 16:07:17,80.93,,,1,"b""b' I have found the cause...   We were using the HashCodeMessageExtractor to spread load over shards. But the entityId will be included into the actor Path so that the path differs for each message. The following snippet shows the code that works fine avoiding creating lots of actor instances: '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,closed,2017-05-24 09:26:10,166.27,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,7,2017-05-23 16:07:17,30.03,,1,,b'b\' Good that you found the problem, but sounds like you have misunderstood the concept of entityId. The entityId is something you extract from the message, e.g. a user-id," and for each unique entityId there will be one entity actor hosted by Cluster Sharding. E.g. send all messages for user ""abc123"" to a specific entity actor.  In that code you use the class name of the message", meaning that there will be one entity actor for each message class (probably not many), and different message classes will be sent to different entities.\'',,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,8,2017-05-23 16:07:17,1218.05,,1,,"b""b' As far as I understood the behavior: The reason why so many actor instance had been created was"," that the entityId is included into the actor path. Eliminating too many different entityIds solved the issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,23019,closed,-,-,-,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,opened,2017-06-04 20:53:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,title,2017-06-04 20:53:21,00:00,,1,,"b""b' ePub version of Akka 2.5.x documentation'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,body,2017-06-04 20:53:21,00:00,,1,,"b""b' Any plans to  the epub or pdf version of akka 2.5.x documentation? -its really convenient to read on smaller devices.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,1,2017-06-04 20:53:21,6.57,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,closed,2017-06-04 20:59:55,6.57,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,2,2017-06-04 20:53:21,5.23,1,,,"b'b"" You think so? In fact the new stylesheet seems to work quite well on my mobile", much better than a PDF. epub might be cool though I\'m afraid the link you found still (incorrectly) pointed to the 2.5.1 version, updating that now. url  might of course still be useful.  That said it might indeed be cool to bring back the  versions. The logical place to introduce that would probably be in paradox (the new docs system we moved to, e.g. pandoc," see url  there might be some extra work needed to support the \'grouping\' used to switch between java and scala versions of the documentation. ""'",,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,reopened,2017-06-04 21:05:09,5.23,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,3,2017-06-04 20:53:21,3.87,,1,,"b'b"" Can\'t agree more it\'s quite readable still offline reading would be agood idea -:) Who is offline these days? On Sun", Jun 4, 2017 at 4:05 PM Arnout Engelen wrote:Regards,"KeyurCell: 2147845203""'",,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,4,2017-06-04 20:53:21,949.95,,1,,"b""b' For offline we have ticket url  can we close this issue (it has to be developed in Paradox)?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,5,2017-06-04 20:53:21,8.47,,1,,"b""b' Will do / yesOn Wed", Jun 7, 2017 at 7:59 AM Patrik Nordwall wrote:Regards,"KeyurCell: 2147845203'""",,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,closed,2017-06-08 07:49:31,644.37,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23094,closed,-,-,-,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,opened,2017-06-09 01:39:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,title,2017-06-09 01:39:33,00:00,,1,,"b""b' HttpServer Post request entity have  and  type(the probability of 1/5000 ) '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,body,2017-06-09 01:39:33,00:00,,,1,"b'b"" I found a problem. Create Httpserver and send Post request . not keep-alive The request content length is 594. Usually HttpRequestEntity type is strict", but the probability of 1/5000 will be HttpRequestEntity default type, and I read entity content timeout(3s).  When request content length is 465,  HttpRequestEntity default type didn\'t appear. Does anyone know how to solve the problem. Please help me. Thanks.  Request HttpEntity object toString, the result is: (; charset=UTF-8,"594 bytes total)""'",,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,1,2017-06-09 01:39:33,3.47,,1,,"b'b"" Please read url  which explains what\'s happening here. Akka HTTP is streaming by nature", so yeah," requests don\'t have to be strict they are often streaming. simply consume the entity stream using streaming ( ) or use directives to convert into case classes. you can also call on it which will give you a strict entity it  will however be loaded in full into memory then""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,closed,2017-06-09 01:43:03,3.5,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,2,2017-06-09 01:39:33,1.18,,1,,"b""b' As this does not look to be an issue", but more of a question, closing feel free to add more details if you think this is a bug and we can reopen it. Generally github is only used for issues / bugs," not asking questions You can ask on [community mailing list]url  if you have more questions about using akka'""",,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,3,2017-06-09 01:39:33,0.32,,1,,"b""b' Also please note that the right repo for Akka HTTP things is: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,23128,closed,4,2017-06-09 01:39:33,14.88,,,1,b'b\' I use (2300, materializer).whenComplete((strict, th) -The result is timeout exception.  The code is: (2300, materializer).whenComplete((strict, th)   if (strict != null) {   String data = ().decodeString(());   (setResult(, , data)," self);  } else {   logOut(""Get content length :""+len);   logOut((th));   (setResult(", ), self);  }   });  What\\\'s the problem with this?? \'',,,,,,,,,,,,,,,,,
