REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,84,2013-03-06 22:56:01,256.13,,,1,b'b\' @ejstrobel Using a version that a major site has can actually end up having you serving a slower version of the library, which could end up actually negating the cache benefit by causing extra resource usage on the client. Further, I have no real stats (nor do I know of any) for the 4%. It was never meant as an actual stat, just an example of how you may be hoping for something that generally may not be there. Then again I would love to see actual stats for sites that show a user has a cached version as well, since numbers for both sides would be interesting to see. But," the article does show the separation of versions between sites and how slim it can be to get a hit. So why even take that into account when deciding on the fastest way to serve a page? I also see the ""only needing to hit ONE correct site"" as yet again asking for **hope** on a cache. @nickshanks I understand trying to shepard one CDN around. The thing we need to decide is which is the best for that. Saying Google because it has been used longer and is just a de  facto standard for being the  supported. This isn\\\'t right", since we are really only guessing at speed and other possible benefits. There is no consistent and highly distributed system for testing CDNs. Until we have something, it is almost pointless to keep going in circles over which one to rightly use. This brings to mind Paul Lewis\\\' [Don\\\'t guess it, test it!]url  talk. Which explains that we need to not just assume things (which we currently are with Google being the fastest CDN) but actually construct a solid standard test and act upon those results.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,85,2013-03-06 22:56:01,1412.13,1,,,"b'b"" _TL;DR:_ CDN shaves off load time massively when server is on the other side of the globe. I\'m just adding these numbers to give a bit of perspective", I\'ve used h5bp for quite a few sites in past one year (60 and counting). The huge benefit of the CDN is the files are locally available. The DNS lookup is irrelevant when you will spending far more time fetching it from a server on the opposite side. For example, most of the websites I work on are hosted in US and UK. For most users sites load under 3 seconds, for some with super quick connection, the time is below 500ms. But for our friends in Oceania, Asia and Africa, the numbers _can_ be much, much higher. Having files off-loaded to a CDN helps massively. In my humble stats gathering, it can take up to 7 seconds for sites to load in Australia or New Zealand for some users (particularly ones using mobile or cellular network). I can see why it might seem like an extra few DNS lookups might hurt, but I can assure you when you are sending stuff all over the world, being able to utilize local content via CDN does help*. PS: Unless for some very odd reason you have ridiculous number of CDNs," in which case you then have a completely different issue to deal with.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,86,2013-03-06 22:56:01,737.92,1,,,"b'b"" I don\'t understand why using a CDN is bad", just have a backup of the current working library, and if there is a major issue," you can change back quick.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,87,2013-03-06 22:56:01,1123.45,,1,,"b""b' What about removing from CDN and putting all the CSS and JS files into an HTML5 appcache?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,88,2013-03-06 22:56:01,590.12,,,1,"b'b"" Appcache is a bad thing right now. For instance", if any resources are updated it won\'t take affect until the next reload.  There needs to be a new revision which is [being discussed]url  to fix some issues in it before it will be widely used. []url  has numerous details on the current spec, some are fine others are just bad. At this time," appcache is a bad idea to recommend for people to use in general in my opinion.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,89,2013-03-06 22:56:01,726.42,,1,,"b""b' I think front-end dependencies should be managed via Bower"," not only jQuery but also Modernizr can be fetched.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,90,2013-03-06 22:56:01,4.5,,,1,"b""b' [Modernizr is not planning to go via bower]url  the variance required for every user makes a build step much more attractive.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,91,2013-03-06 22:56:01,2.45,,1,,"b'b"" I was planning to ask that. H5BP uses a customized version of it. I\'m not 100% sure about what was changed but I\'m guessing there\'s no way ATM for bower to request it with appropriate flags or any sort of thing to fetch with what H5BP judges as appropriate. +1 for the jQuery being fetched by bower"," tho.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,92,2013-03-06 22:56:01,11.68,,1,,"b""b' It uses the main  file. That is going away in the yet-to-be-release 3.0. [It has yet to be determined what is going to happen after that.]url  If you were to load jQuery via bower"," you might as well do the custom build of it. I would be -1 on both requests in favor advocating proper build steps.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,93,2013-03-06 22:56:01,179.93,1,,,"b""b' Proper build steps are a good thing", as long as there is documentation helping the user walk down the correct path. The worst thing to do is to remove common necessities," and then leave the user lost without any direction.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,94,2013-03-06 22:56:01,15.7,,1,,b'b\' Discussion of bower here misses the point of the discussion," I think. The question is ""what\\\'s the best default way to include jQuery for consumers of HTML5 Boilerplate and their users?"" Saying ""you should manage your dependencies with Bower"" isn\\\'t really an answer to that question since it sidesteps the most important part of the equationwhat\\\'s the fastest default way to serve jQuery to end users.  For now", unless something\\\'s changed in the past few months, that remains the Google CDN.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,95,2013-03-06 22:56:01,17.58,,1,,b'b\' I agree with that 100%.Is there a reason the main url  CDN is not used, versus Google?Either way, then document the last tested build," and advise the user to consider CDN versus a build?Using the CDN\\\'s to get ""out-of-the-box"" functionality will make it easier to adapt by new people.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,96,2013-03-06 22:56:01,8.02,,,1,"b'b\' If you\\\'re interested in this subject at a ""why"" level", there\\\'s a lot of detailed discussion of the issue in this very thread. Just start at the top and work your way down. The short answer is1. The Google CDN has much higher penetration and is, therefore, more likely to serve a cache-lottery winner2. The Google CDN supports https:// the jqury cdn does not\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,97,2013-03-06 22:56:01,309.73,,,1,"b'b"" Future jQ versions will have its own [AMD loader]url Though IMHO so many people use various jQurey plugins", I\'m not sure if that will save much bandwidth.[MAYBE 1.69%]url Almost as good reason as your 2. :3. Google has multiple PoPs in many many countries," including China IIRC.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,98,2013-03-06 22:56:01,272.7,1,,,"b'b"" The question is a thin one. Why are we serving from Google and not some other CDN?  So", even though the odds aren\'t great (and pure penetration of any single library isn\'t the only factor) they\'re going to be better with Google than with someone else who is less popular. If you read through this thread, you\'ll see that I think the cache lottery is a canard. It\'s just that, if the cache lottery matters to you at all, the Google CDN is a much better option than anything else as it\'s got much [higher penetration]url  Of course, this is about the best default," not the best possible answer. The best possible answer can only be answered by the individual developer testing options on their individual site or application. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,99,2013-03-06 22:56:01,22.57,,1,,"b""b' I think @roblarsen nailed it with this statement +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,100,2013-03-06 22:56:01,63.37,,1,,b'b\' Yes," which is why I said ""Test test test"" before.  And why we need to be aware of pros & cons.As far as \\\'cache lottery\\\'", the technical reasons (number of PoPs, [high uptime]url  are more likely going to weigh heavier.  It could be worth looking into if a large percentage of your site\\\'s traffic is refereed from a single particular site, then share the same CDN & version, if that does not break your other code.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,101,2013-03-06 22:56:01,7.33,,,1,"b""b' Pinterest would be a great candidate for that technique'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,1327,closed,102,2013-03-06 22:56:01,99.93,1,,,"b'b"" Unfortunately", they don\'t seem to use  at all, perhaps concocted.  I was thinking more , who uses  .But then," one has to test their site if they change their jQuery version... might not be worth it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
