REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,4,2017-10-15 14:17:45,363.18,1,,,"b'b"" Then there is an issue that it won\'t be clear that one shall:  or just:  And for that"," you will also have different console output for that. I don\'t like confusing users ;)""'",,,,,,,,,,,,,,,,,,
phpunit,2808,closed,5,2017-10-15 14:17:45,1113.1,,1,,"b'b""  could", and IMO should," internally call first to ensure that it\'s a resource.""'",,,,,,,,,,,,,,,,,
phpunit,2808,closed,6,2017-10-15 14:17:45,0.38,,1,,"b""b' Wondering  this needs to take (PHP 7.2) into account.'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,7,2017-10-15 14:17:45,172.85,,1,,"b'b""  but that\'s the thing", it\'s implementation detail. if so, it shall be described that assertion is checking not only if type is matching," but also if it\'s a resource in first place""'",,,,,,,,,,,,,,,,
phpunit,2808,closed,8,2017-10-15 14:17:45,937.1,,1,,"b""b'  @keradus", I renamed assertion to  ," what do you think about it?'""",,,,,,,,,,,,,,,,,
phpunit,2808,closed,9,2017-10-15 14:17:45,71.37,,1,,"b""b' Tests failure looks unrelated.'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,10,2017-10-15 14:17:45,263.67,,1,,"b'b"" @kejwmen They are"," see url  Hopefully I\'ll have some time soon to look into this.""'",,,,,,,,,,,,,,,,,,
phpunit,2808,closed,11,2017-10-15 14:17:45,1384.88,,,1,"b""b' Looks like tests are ok"," feedback implemented (thanks @keradus).  Is it mergable?'""",,,,,,,,,,,,,,,,,,
phpunit,2808,closed,12,2017-10-15 14:17:45,934.5,,,1,"b""b' and thanks again @keradus ;)'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,13,2017-10-15 14:17:45,778.27,,1,,"b""b' This branch has conflicts that must be resolved'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,14,2017-10-15 14:17:45,1324.03,,1,,"b""b' What is the status of this?'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,15,2017-10-15 14:17:45,522.72,,1,,"b""b' Closed in favour of #3298.'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,closed,2018-09-08 14:33:56,16.18,1,13,3,,,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,reopened,2018-09-08 14:37:38,3.7,1,13,3,,,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,16,2017-10-15 14:17:45,4.62,1,,,"b""b' Closed this in favour of #3298 was a bad idea.'""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,17,2017-10-15 14:17:45,16.4,,1,,"b""b' After fixing the merge conflicts of this pull request and reviewing the code I think is not much of an enhancement to Maybe we should close this pull request and its regarding issue #2802 '""",,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,18,2017-10-15 14:17:45,1.62,,,1,"b""b' I must say that I agree with @sebastianfeldmann.  Thank you for your contribution. I appreciate the time you invested in preparing this pull request. However"," I have decided not to merge it.'""",,,,,,,,,,,,,,,,,,
phpunit,2808,closed,closed,2018-09-08 14:56:34,18.93,2,14,4,,,,,,,,,,,,,,,,,,,,
phpunit,2808,closed,-,-,-,2,14,4,,,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,opened,2017-10-15 20:55:39,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,title,2017-10-15 20:55:39,00:00,1,,,"b""b' expectException always checks Exception message'""",,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,body,2017-10-15 20:55:39,00:00,,1,,"b""b' | Q       | A  PHPUnit version   | 5.7.23 | PHP version   | 7.1.10 | Installation Method | PHAR  <!-Please fill in this template according to your issue. Please keep the table shown above at the top of your issue. Please post code as text (using proper markup). Do not post screenshots of code. For support request or how-tos", visit url  Otherwise," replace this comment by the description of your issue. -With this new version (5.7.23) it is mandatory to define the exception message when asserting an exception. With the previous version (5.7.22) it was not needed.  Code:   Before (5.7.22):   After (5.7.23):   Possible related code: url  url Prof PR of failing builds:  url And it is failing on other Sonata projects that test exceptions'""",,,,,,,,,,,,,,,,,
phpunit,2809,closed,1,2017-10-15 20:55:39,13.43,,1,,"b""b' Closing"," it is on our side. url '""",,,,,,,,,,,,,,,,,,
phpunit,2809,closed,closed,2017-10-15 21:09:05,13.43,1,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,reopened,2017-10-15 21:10:48,1.72,1,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,2,2017-10-15 20:55:39,2.8,,1,,"b""b' Not really sure if it is still a BC break on phpunit or a bug fixing. Because that code worked with the old version. If I remove that interface and go directly with Phpunit testcase it works again...'""",,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,3,2017-10-15 20:55:39,388.08,,1,,"b""b' 567ca23a4c62e8b9bcefae0b39b5f33e3853c2c2 and 182941e21951a3fa6d1cff158319746a1f8d53f4 are backward compatible bug fixes. You only ran into an issue because of your layer on top of PHPUnit.'""",,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,closed,2017-10-16 03:39:58,389.17,1,4,0,,,,,,,,,,,,,,,,,,,,
phpunit,2809,closed,-,-,-,1,4,0,,,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,opened,2017-10-29 10:39:46,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,title,2017-10-29 10:39:46,00:00,,1,,"b""b' Test class loaded during data provider execution is not discovered'""",,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,body,2017-10-29 10:39:46,00:00,,1,,"b'b"" | Q       | A  PHPUnit version   | 6.4.3 | PHP version   | 7.1.11 | Installation Method | Composer  Having 2 test cases: and running them will result with executing only  .  It\'s not even listed:  After removing or moving this line to both classes will be executed. The problem is only with data provider.""'",,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,closed,2017-11-10 09:12:57,1353.18,0,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,reopened,2017-11-14 15:21:37,368.67,0,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,1,2017-10-29 10:39:46,282.37,,1,,"b""b' #2834 was reverted due to #2859'""",,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,2,2017-10-29 10:39:46,225.55,,1,,"b""b' So I use my test case from the first solution plus the test from url  and try again"," right?'""",,,,,,,,,,,,,,,,,,
phpunit,2833,closed,3,2017-10-29 10:39:46,21.65,,1,,"b""b' Yes"," please.'""",,,,,,,,,,,,,,,,,,
phpunit,2833,closed,4,2017-10-29 10:39:46,853.35,,,1,"b""b' at PHP CS Fixer", we come across this issue as well. it will be great to addition to have this solved! would be really great to have it solved :+1: big :+1: for one actually working on it," we are with you @kubawerlos ! '""",,,,,,,,,,,,,,,,,
phpunit,2833,closed,closed,2017-11-27 14:13:19,1371.7,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,2833,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,opened,2018-02-14 23:39:48,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,title,2018-02-14 23:39:48,00:00,,1,,"b""b' Unsupported PHPT SECTION-throws unhandled exception'""",,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,body,2018-02-14 23:39:48,00:00,1,,,"b""b' I apologize for not being super familiar with the code", but both Ubuntu and Debian are hitting fatal DEP8 tests due to:  url In the prior PHPUnit, 5.4.6, we saw:   but now we get:   Which causes the package self-tests to fail (this is for php-cache-lite). My understanding is that this is internal to PHPUnit, and not expected to be handled by the caller," right?'""",,,,,,,,,,,,,,
phpunit,3011,closed,1,2018-02-14 23:39:48,353.18,,,1,"b""b' Thank you for your report.  Please provide a **minimal**", **self-contained**, reproducing test case that shows the problem you are reporting.  Without such a minimal, self-contained," reproducing test case I will not be able to investigate this issue.'""",,,,,,,,,,,,,,,
phpunit,3011,closed,2,2018-02-14 23:39:48,11.97,,1,,"b""b' No feedback"," closing.'""",,,,,,,,,,,,,,,,,,
phpunit,3011,closed,closed,2018-04-07 05:44:57,365.15,1,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,3,2018-02-14 23:39:48,269.62,,1,,"b'b"" I\'d like to reopen this. This can be reproduced in the following PEAR module:  url Unpack archive", enter Console_CommandLine-1.2.2 directory and place following  in that directory: Run phpunit. Boom.  It would be helpful if the PHPT file was mentioned that caused this," to narrow down what can be done to prevent this.""'",,,,,,,,,,,,,,,,,
phpunit,3011,closed,4,2018-02-14 23:39:48,1.37,,1,,"b""b' That was with PHPUnit 7.5.3 by the way.'""",,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,5,2018-02-14 23:39:48,30.53,,,1,"b""b' @arjendekorte @nacc I am able to reproduce the bug with:  bug is verified to exist uses PHPUnit 8.x already by default  ![image]url but something else is going on"," which I will look into:  after which PHPUnit will just quit to command line.'""",,,,,,,,,,,,,,,,,,
phpunit,3011,closed,reopened,2019-02-13 10:46:28,301.52,1,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,6,2018-02-14 23:39:48,42.17,,1,,"b""b' @nacc @arjendekorte The problem is the section in the PHPT-file. I can offer you no suggestion why this has not come up before"," most likely exception handling has changed either by code or by environment settings.  To do: [ ] fix for PHPUnit 7 to convert unhandled exception into properly skipped test [ ] explore work required to bring new code location hints from v8 to v7'""",,,,,,,,,,,,,,,,,,
phpunit,3011,closed,7,2018-02-14 23:39:48,45.4,,1,,"b'b""  That would solve it for me. I\'m not sure if that\'s worth the effort. I can switch to v8 easily for development"," as long as the bug is fixed in v7 as well.""'",,,,,,,,,,,,,,,,,,
phpunit,3011,closed,8,2018-02-14 23:39:48,6.72,,1,,"b""b' @arjendekorte Bringing the improved code hints to v7 is not a problem. The infrastructure is already there. If anything"," it shows me getting used to contributing to a large project that has two major releases existing side-by-side. '""",,,,,,,,,,,,,,,,,,
phpunit,3011,closed,closed,2019-02-14 15:03:30,257.03,1,7,2,,,,,,,,,,,,,,,,,,,,
phpunit,3011,closed,-,-,-,1,7,2,,,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,opened,2018-05-27 17:48:53,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,title,2018-05-27 17:48:53,00:00,,1,,"b""b' Some minor performance optimizations'""",,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,body,2018-05-27 17:48:53,00:00,,1,,"b""b' * Use strict so that the new opcode can be used * Use splat operator instead of where applicable. '""",,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,1,2018-05-27 17:48:53,71.37,,,1,"b""b' # [Codecov]url  Report[![Impacted file tree graph]url  | [Impacted Files]url  | Coverage \\xce\\x94 | Complexity \\xce\\x94  []url []url []url []url []url [.../]url []url []url []url []url -[Continue to review full report at Codecov]url '""",,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,2,2018-05-27 17:48:53,103.87,,1,,"b""b' Please send two separate pull requests. The refactoring to use the splat operator needs to wait until PHPUnit 8 due to BC considerations.'""",,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,closed,2018-05-27 20:44:07,175.23,0,3,1,,,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,3,2018-05-27 17:48:53,642.88,,1,,"b""b' OK"," will get to it later this week.  What breaks because of this change? The type is checked a bit later anyway. Just curious.  '""",,,,,,,,,,,,,,,,,,
phpunit,3145,closed,4,2018-05-27 17:48:53,3.05,,,1,b'b\' There is no semantic change," but a syntactic one as the signature of the methods changes.  Whether or not it is a good idea to overwrite PHPUnit\\\'s ""built-in"" assertions (it\\\'s not) in your test case classes", changing their signature is a BC break and existing tests will cease to work due to signature mismatches.\'',,,,,,,,,,,,,,,,,
phpunit,3145,closed,reopened,2018-05-28 07:40:19,656.2,0,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,5,2018-05-27 17:48:53,14.37,,1,,"b""b' Cherry-picked url  into  .'""",,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,closed,2018-05-28 07:44:25,4.1,0,5,2,,,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,6,2018-05-27 17:48:53,8.38,,1,,"b""b'  They could be made in PHPUnit 8. '""",,,,,,,,,,,,,,,,,,,
phpunit,3145,closed,7,2018-05-27 17:48:53,12.38,,1,,"b""b' Yes"," that is an idea I would like to pursue.'""",,,,,,,,,,,,,,,,,,
phpunit,3145,closed,-,-,-,0,7,2,,,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,opened,2018-06-14 08:00:04,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,title,2018-06-14 08:00:04,00:00,,1,,"b""b' fix stdout in testcase'""",,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,body,2018-06-14 08:00:04,00:00,,1,,"b""b' For testcase: Because child php process stdout will closed after testA", phpunit cannot get error in child process, so will mark this case passed. **Phpunit should open standalone  **.  Some logging library, such as [log4php]url  will open standalone  ," And then the subprocess test result will lost.'""",,,,,,,,,,,,,,,
phpunit,3167,closed,1,2018-06-14 08:00:04,6.07,,,1,"b""b' # [Codecov]url  Report[![Impacted file tree graph]url   -[Continue to review full report at Codecov]url '""",,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,2,2018-06-14 08:00:04,1276.3,,1,,"b""b' not sure about tests structure here", some tests have subfolders, some not, some has .phpt in subfolder," some not...'""",,,,,,,,,,,,,,,
phpunit,3167,closed,3,2018-06-14 08:00:04,7.0,,,1,"b""b' I do not understand the problem this wants to solve. Can you elaborate? Thanks!'""",,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,4,2018-06-14 08:00:04,22.85,,1,,"b""b' Removed hhvm detection in phpt'""",,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,5,2018-06-14 08:00:04,1414.72,,1,,"b'b"" @sebastianbergmann Could you review this.  And if there isn\'t any problem"," please release new 6.x version. This bug hasn\'t a workaround.""'",,,,,,,,,,,,,,,,,,
phpunit,3167,closed,6,2018-06-14 08:00:04,308.33,,1,,"b""b' I now understand what this issue is about. However"," I am not yet sure on potential (adverse) side effects of the proposed change.  @keradus What do you think (apart from test structure)?'""",,,,,,,,,,,,,,,,,,
phpunit,3167,closed,7,2018-06-14 08:00:04,269.85,,1,,"b""b' I do have some remarks"," but I need to go deeper into it. Will try to do in this Monday'""",,,,,,,,,,,,,,,,,,
phpunit,3167,closed,8,2018-06-14 08:00:04,1093.35,,,1,"b""b' @keradus Much appreciated"," thanks!'""",,,,,,,,,,,,,,,,,,
phpunit,3167,closed,9,2018-06-14 08:00:04,88.77,1,,,"b""b' @sebastianbergmann Is there anyone working on this? This is a confirmed bug"," and all tests passed. Why are we wasting time on review? What are we waiting for?'""",,,,,,,,,,,,,,,,,,
phpunit,3167,closed,10,2018-06-14 08:00:04,86.78,1,,,"b""b'  So far the bug has only been confirmed by you. This is not correct: the pull request modifies the expectation of an existing test case. I am sorry if I take too long to review pull requests for your patience. '""",,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,11,2018-06-14 08:00:04,2.42,,1,,"b""b' @keradus Did you get a chance to look into this?'""",,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,12,2018-06-14 08:00:04,397.0,,,1,"b'b""  review is important process", and you found out really edge case IMO. software that big and complex, heavily used around the world simply need to ensure new changes won\'t break existing integrations. - @sebastianbergmann , I can confirm the behaviour and I kind of able to agree this is a bug, but it affects super few users. (Proof? it\'s there since years, nobody noticed) Thing is, that is not usual to print sth to stdout during tests, it\'s considered risky (and simply not clean), for that RobberPhex putted it into separated process. I don\'t consider putting sth directly to stdout as good thing personally, when I need to test output of my app, I let it print to abstracted output and then capture it in tests with buffer, eg  . Yet, if one doesn\'t want to do that, eg he has super low-level script, why to forbid him ?  After saying that, I do not see this change breaking sth, I did also run it across my heavier projects, all good. As always, your decision do you want to incorporate the change or not (especially considering amount of affected users).  On a side note," I will raise a minor concern about style of solution soon""'"
phpunit,3167,closed,closed,2018-07-03 02:45:40,1125.6,2,8,4,,,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,reopened,2018-07-03 02:48:29,2.82,2,8,4,,,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,13,2018-06-14 08:00:04,689.48,,,1,"b""b' Thank you for your contribution. I appreciate the time you invested in preparing this pull request. However"," I have decided not to merge it.'""",,,,,,,,,,,,,,,,,,
phpunit,3167,closed,closed,2018-11-29 06:22:59,214.5,2,8,5,,,,,,,,,,,,,,,,,,,,
phpunit,3167,closed,-,-,-,2,8,5,,,,,,,,,,,,,,,,,,,,
phpunit,3191,closed,opened,2018-07-04 08:19:20,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,3191,closed,title,2018-07-04 08:19:20,00:00,,1,,"b""b' Lazy dataprovider loading'""",,,,,,,,,,,,,,,,,,,
phpunit,3191,closed,body,2018-07-04 08:19:20,00:00,,1,,"b'b"" | Q       | A  PHPUnit version   | 7.1.5 | PHP version   | 7.2 | Installation Method | Composer  This is not a bug", but more of a feature request / proposal.  Currently the result of a dataprovider is always traversed, meaning that a generator will be fully traversed  before the first test starts.  This approach has several downsides: The whole data set must fit in memory. Actual testing is delayed.  Changes required would be relatively minor. return type should be changed to  . Instead of testing the dataset beforehand we should test each element separately," we can easily do this by wrapping the  . needs some minor changes (can\'t check if a is empty).  I\'m open for implementing if there\'s agreement that this would be an improvement.""'",,,,,,,,,,,,,,,,
phpunit,3191,closed,1,2018-07-04 08:19:20,253.1,,1,,"b""b' Depends on #10.'""",,,,,,,,,,,,,,,,,,,
phpunit,3191,closed,closed,2018-07-04 12:32:26,253.1,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,3191,closed,2,2018-07-04 08:19:20,527.63,,1,,"b""b' note: currently there is a possibility to filter tests by data provider label"," this shall not be broken'""",,,,,,,,,,,,,,,,,,
phpunit,3191,closed,3,2018-07-04 08:19:20,799.37,,1,,"b'b""  Just to clarify", you are referring to also acting on row names or is there some other filtering mechanism I am not yet aware of?  This works with the caveat that the current mechanism discovers available tests by instantiation and then simply using the  -iterator. To get filters on tests working I have to force load the data rows when a filter gets injected in a  .  Frankly," I am not too familiar with the ins and outs  of  . I\'ve always wondered if the execution reordering could have been implemented as a fancy  . ""'",,,,,,,,,,,,,,,,,
